2.4296599999999997,2020-1-2
0.49136045600000006,2020-1-3
0.7474000000000001,2020-1-6
4.565336306789013,2020-1-7
1.3838570000000003,2020-1-8
2.4384216700000003,2020-1-9
2.7311667567890123,2020-1-10
0.78005,2020-1-13
2.5568234,2020-1-14
2.9883000000000006,2020-1-15
1.7159809999999998,2020-1-16
2.5642039999999997,2020-1-17
2.0216999999999996,2020-1-21
1.7488783900000002,2020-1-22
1.8508089999999997,2020-1-23
1.4849068899999998,2020-1-24
1.5734,2020-1-27
0.5303895000000001,2020-1-28
7.112866667789013,2020-1-29
2.2940149999999995,2020-1-30
4.649061290000001,2020-1-31
1.0057,2020-2-3
0.7989469999999999,2020-2-4
2.3308630000000004,2020-2-5
5.8534447190000005,2020-2-6
3.6016257000000005,2020-2-7
0.9494678900000001,2020-2-10
3.7878404,2020-2-11
0.7808010000000001,2020-2-12
4.52925,2020-2-13
2.2617135999999998,2020-2-14
-0.2220989999999999,2020-2-18
0.7506000000000002,2020-2-19
2.2407030000000008,2020-2-20
1.9060109999999801,2020-2-21
0.688433,2020-2-24
2.7811700999999998,2020-2-25
3.543205999999999,2020-2-26
0.8338385,2020-2-27
2.6145710000000006,2020-2-28
1.1907999999999999,2020-3-2
-0.3139521100000008,2020-3-3
3.419224000000001,2020-3-4
3.5522753477890134,2020-3-5
2.5441010000000004,2020-3-6
0.748011,2020-3-9
3.780692756789012,2020-3-10
1.9412289999999996,2020-3-11
1.50873711001,2020-3-12
0.7447850000000004,2020-3-13
0.9627000000000001,2020-3-16
0.30487299999999984,2020-3-17
3.6416029999999995,2020-3-18
1.6384166900000001,2020-3-19
1.04025,2020-3-20
0.70256789,2020-3-23
-0.7508368000000001,2020-3-24
2.7480514567890117,2020-3-25
2.18065944,2020-3-26
1.4912420000000002,2020-3-27
0.07830000000000012,2020-3-30
4.23823134,2020-3-31
0.5359580000000004,2020-4-1
1.2819759999999998,2020-4-2
4.8650368,2020-4-3
0.11350099999999999,2020-4-6
4.323735000000001,2020-4-7
2.4513072000000005,2020-4-8
1.7133075000000004,2020-4-9
0.63005,2020-4-13
-0.3376743999999998,2020-4-14
0.14861506999999996,2020-4-15
2.062150122666666,2020-4-16
2.124094,2020-4-17
0.7185030000000001,2020-4-20
2.5415234,2020-4-21
2.219426454,2020-4-22
1.8181069999999997,2020-4-23
0.9235579999999998,2020-4-24
-0.13678999999999997,2020-4-27
0.7644765440000001,2020-4-28
2.9459180000000007,2020-4-29
0.4825110000000009,2020-4-30
4.1492646,2020-5-1
0.7021,2020-5-4
0.8563507999999995,2020-5-5
5.13108729,2020-5-6
-0.6679769999999999,2020-5-7
1.08436909,2020-5-8
0.6161240000000001,2020-5-11
-0.7462899999999996,2020-5-12
0.8984180000000002,2020-5-13
0.23616440000000002,2020-5-14
1.565855456789012,2020-5-15
0.840006,2020-5-18
2.272702,2020-5-19
1.40406,2020-5-20
2.8614123000000005,2020-5-21
3.2708817567890125,2020-5-22
-0.3762,2020-5-26
2.53566429,2020-5-27
0.9189678900000002,2020-5-28
1.6639019999999998,2020-5-29
0.893003,2020-6-1
0.9534795,2020-6-2
1.7809029999999997,2020-6-3
1.869529,2020-6-4
2.0801119999999997,2020-6-5
1.3145013,2020-6-8
3.7495394499999994,2020-6-9
3.188501000000001,2020-6-10
1.9825461999999998,2020-6-11
1.9694639999999999,2020-6-12
1.131,2020-6-15
1.8618049999999997,2020-6-16
2.727090679,2020-6-17
0.9593302999999997,2020-6-18
0.14852586999999998,2020-6-19
0.7811678900000001,2020-6-22
-0.17518,2020-6-23
1.399203,2020-6-24
-0.2169759999999999,2020-6-25
1.3809750000000003,2020-6-26
1.0608,2020-6-29
1.5079500008,2020-6-30
4.27221005,2020-7-1
1.9497579999999999,2020-7-2
1.4036357799999999,2020-7-6
5.003623890000001,2020-7-7
2.5417510000000005,2020-7-8
-0.6571311093000001,2020-7-9
2.5406420000000005,2020-7-10
-0.20856692400000001,2020-7-13
2.882667,2020-7-14
0.16673699999999994,2020-7-15
3.0628195999999996,2020-7-16
2.149513,2020-7-17
0.1681,2020-7-20
1.4659,2020-7-21
2.8175544282200002,2020-7-22
1.1602270000000001,2020-7-23
-1.7468990000000002,2020-7-24
1.25170000005,2020-7-27
2.142445,2020-7-28
2.5531250000000005,2020-7-29
2.1292267,2020-7-30
1.7479065999999996,2020-7-31
1.6625999999999999,2020-8-3
1.2459817767890118,2020-8-4
-0.6598900000000001,2020-8-5
2.844984,2020-8-6
0.11768319000000099,2020-8-7
1.8089100000000002,2020-8-10
1.2029158,2020-8-11
1.248639,2020-8-12
1.1725437890122994,2020-8-13
2.170258016,2020-8-14
-0.21924999999999994,2020-8-17
2.5990780000000004,2020-8-18
2.545624456789012,2020-8-19
1.9682259999999996,2020-8-20
3.0391729999999995,2020-8-21
-0.043999999999999984,2020-8-24
0.8690933999999998,2020-8-25
0.87592789,2020-8-26
1.9832363440000003,2020-8-27
2.1100294999999996,2020-8-28
0.40070000000000006,2020-8-31
1.4154099999999998,2020-9-1
3.3628912900000003,2020-9-2
0.48192589001000014,2020-9-3
1.2487187499999999,2020-9-4
1.2555049999999999,2020-9-8
