Data,Positive Score,Negative Score,Neutral Score,Change in SPY
8/5/20,14.22687972,34.86472425,40.44191295,2.049987793
8/6/20,8.396994501,23.96457165,47.09816694,2.220001221
8/7/20,9.021892399,20.38654983,51.10958833,0.240020752
8/10/20,0.580751598,10.09580851,30.20578471,1
8/11/20,13.01318461,20.11228576,36.39358672,-2.770019531
8/12/20,5.941641062,20.76192147,38.9016965,4.640014648
8/13/20,9.640169472,32.694713,52.80568385,-0.610015869
8/14/20,8.335992694,21.86883593,57.00946519,0.010009766
8/17/20,1.424634099,13.04620478,21.40817982,1.070007324
8/18/20,3.313246608,24.82668862,35.72408202,0.730010986
8/19/20,9.304674268,18.13771817,56.32219097,-1.410003662
8/20/20,7.870020151,22.1880295,42.22455144,1.049987793
8/21/20,8.273318589,25.45049125,49.57104018,1.200012207
8/24/20,4.855424404,11.3580417,22.97203639,3.440002441
8/25/20,8.151144743,20.9397248,35.05920741,1.199981689
8/26/20,5.159511775,25.08463934,47.28786731,3.450012207
8/27/20,6.83967191,26.23046276,57.23533744,0.759979248
8/28/20,8.941038042,26.97015256,52.47872412,2.25
8/31/20,4.926766872,8.602148294,29.46709263,-1.269989014
9/1/20,6.163520634,20.80702317,38.43381014,3.290008545
9/2/20,10.91872889,22.08138248,43.14833164,5.100006104
9/3/20,12.66854948,28.849392,46.01749831,-12.30999756
9/4/20,5.622116417,22.55393898,44.87355453,-2.820007324
9/8/20,7.964454293,21.07584518,23.12937081,-9.360015869
9/9/20,7.215146363,26.210998,44.3447665,6.58001709
9/10/20,3.8223629,26.81915715,44.47905061,-5.899993896
9/11/20,11.22720367,23.67356408,57.48834103,0.16998291
9/14/20,3.279023975,8.443298787,27.36497241,4.399993896
9/15/20,9.705346763,19.58278656,47.16354707,1.710021973
9/16/20,15.55592328,22.79641545,54.70850995,-1.350006104
9/17/20,6.07387659,24.4364658,52.31219622,-2.980010986
9/18/20,4.966505051,24.37573808,45.72243798,-5.190002441
9/21/20,3.951942861,7.63016963,25.62101603,-3.679992676
9/22/20,6.963391304,24.93225387,43.11318135,3.329986572
9/23/20,6.886854589,20.24480119,47.18049029,-7.659973145
9/24/20,11.79774305,21.8963846,58.11143786,0.859985352
9/25/20,7.99088943,24.68409216,51.32091951,5.230010986
9/28/20,6.429304004,6.899951756,20.18646702,5.459991455
9/29/20,11.67292514,13.41178986,45.15876555,-1.820007324
9/30/20,14.97014657,22.81391251,46.37861225,2.520019531
10/1/20,9.523527533,25.28975266,64.36537799,2.149993896
10/2/20,13.66463631,27.91463828,55.02145371,-3.200012207
10/5/20,5.851285398,9.091142476,28.65363562,5.920013428
10/6/20,11.42046636,19.81618738,51.35655171,-4.83001709
10/7/20,13.69524056,22.9517867,50.6966233,5.83001709
10/8/20,2.578558326,21.11376548,52.30496603,3.019989014
10/9/20,9.131996691,26.28107607,57.02286926,3.070007324
10/12/20,2.166986585,12.1088177,29.34055656,5.579986572
10/13/20,8.101609051,19.89294535,34.81189665,-2.299987793
10/14/20,12.91699943,22.56522655,54.01892489,-2.200012207
10/15/20,9.117779732,28.21087575,51.45605323,-0.429992676
10/16/20,9.866183192,22.57310116,47.78531986,-0.209991455
10/19/20,5.582348287,10.71215054,29.69123068,-5.279998779
10/20/20,11.35046953,17.67515552,42.46054286,1.369995117
10/21/20,11.6763289,20.14603075,54.75276539,-0.649993896
10/22/20,12.07656369,16.25431418,52.06263787,1.879974365
10/23/20,16.7267513,27.17220187,52.29749721,1.170013428
10/26/20,4.411361963,14.49083355,32.60963759,-6.389984131
10/27/20,6.908605337,12.24329805,44.46695632,-1.170013428
10/28/20,12.95298094,25.54528648,45.71887079,-11.55999756
10/29/20,15.11167145,26.36954623,55.38344657,3.320007324
10/30/20,18.84186032,33.4449729,47.52214733,-3.440002441
11/2/20,4.15685451,10.28866416,31.55458176,3.660003662
11/3/20,5.315927982,23.93735647,54.16507342,5.829986572
11/4/20,7.148543715,21.68204391,46.58468884,7.510009766
11/5/20,7.673417091,23.31838718,43.86991543,6.699981689
11/6/20,9.742690504,20.7060788,48.63348982,-0.079986572
11/9/20,3.503173292,6.126554966,31.87428015,4.399993896
11/10/20,11.06340018,19.02015978,43.47742459,-0.519989014
11/11/20,11.85793495,20.24139959,53.99447906,2.630004883
11/12/20,8.269080251,16.37947881,46.38688424,-3.460021973
